DIALOG,GT,PRED
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  How can I help? <<TURN>>  can you cut two slices of breat and toast them? <<TURN>>  Can you tell me where to find bread? <<TURN>>  can you try in the cupboard under the sink? <<TURN>>  Where can I find the plate? <<TURN>>  there is one to the right of the oven <<TURN>>  can you also put a slice of tomato on the plate? [/INST]","['Open Fridge', 'Open Cabinet', 'Open Cabinet', 'Pickup Bread', 'Place DiningTable', 'Pickup Knife', 'Slice Bread', 'Place DiningTable', 'Pickup BreadSliced', 'Close Cabinet', 'Close Cabinet', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'ToggleOn Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Pan', 'Place StoveBurner', 'Pickup Potato', 'Place CounterTop', 'Pickup BreadSliced', 'Place Plate', 'Close Fridge', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced']","['Pickup Knife', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Drawer', 'Close Drawer', 'Open Cabinet', 'Pickup Bread', 'Place CounterTop', 'Close Cabinet', 'Pickup Bread', 'Place CounterTop', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  hi <<TURN>>  what to do <<TURN>>  prepare coffee in a clean mug <<TURN>>  ok <<TURN>>  mug is in the fridge <<TURN>>  rinse it <<TURN>>  make salad <<TURN>>  lettuce is in the fridge <<TURN>>  tomato near the sink <<TURN>>  potato is in the sink [/INST]","['Open Fridge', 'Pickup Mug', 'Close Fridge', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place CounterTop']","['Open Fridge', 'Pickup Mug', 'Close Fridge', 'Place Sink', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Slice Potato']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Hello <<TURN>>  What should I do today? <<TURN>>  We will make a salad. Please begin with 2 slices of lettuce. <<TURN>>  Where is the lettuce? <<TURN>>  The lettuce is in the fridge <<TURN>>  I have sliced the lettuce <<TURN>>  Please now cook a slice of potato <<TURN>>  Where is the potato <<TURN>>  The potato is in the fridge <<TURN>>  Do you need assistance? <<TURN>>  No I'm fine <<TURN>>  Nice job now please put the 2 lettuce and one potato on the plate <<TURN>>  I have cooked the potato slice <<TURN>>  where is the plate <<TURN>>  the plate is on the barstool <<TURN>>  I have placed them all on the plate <<TURN>>  Try removing them and replacing them. <<TURN>>  I'm I supposed to wash aplate? <<TURN>>  That task is checked off <<TURN>>  It asks that the 3 components be put on the plate <<TURN>>  Please try to clean a plate and place ingredients on it <<TURN>>  I have cleaned a plate [/INST]","['Pickup Knife', 'Open Fridge', 'Place CounterTop', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Close Fridge', 'Place CounterTop', 'Open Fridge', 'Pickup Lettuce', 'Place Fridge', 'Pickup Potato', 'Place CounterTop', 'Close Fridge', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'ToggleOn StoveKnob', 'ToggleOn StoveKnob', 'Pickup PotatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Plate', 'Place ', 'Pickup SoapBottle', 'Place CounterTop', 'Pickup WineBottle', 'Place CounterTop', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup PotatoSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate']","['Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup Pan', 'Place CounterTop', 'ToggleOn StoveKn']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  What should I do today? <<TURN>>  clean the mugs <<TURN>>  inside the fridge [/INST]","['Pickup Bread', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'ToggleOff Microwave', 'Open Fridge', 'Pickup Mug', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'Pickup Mug', 'ToggleOff Faucet', 'Place ', 'ToggleOn Faucet']","['Open Fridge', 'Pickup Mug', 'Close Fridge', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CounterTop', 'Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn F']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what shall we do today? <<TURN>>  make 2 sliceses of potato <<TURN>>  potatao is inside the sink <<TURN>>  i cut potato [/INST]","['Pickup Potato', 'Place DiningTable', 'Pickup ButterKnife', 'Slice Potato', 'Place DiningTable']","['Pickup Potato', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'ToggleOn StoveKnob', 'ToggleOn StoveKnob', 'ToggleOff StoveKnob', 'ToggleOff StoveKnob', 'Pickup PotatoSliced', 'Place CounterTop']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Hello <<TURN>>  What should I do today? <<TURN>>  We will make a salad. Please begin with 2 slices of lettuce. <<TURN>>  Where is the lettuce? <<TURN>>  The lettuce is in the fridge <<TURN>>  I have sliced the lettuce <<TURN>>  Please now cook a slice of potato <<TURN>>  Where is the potato <<TURN>>  The potato is in the fridge <<TURN>>  Do you need assistance? <<TURN>>  No I'm fine <<TURN>>  Nice job now please put the 2 lettuce and one potato on the plate <<TURN>>  I have cooked the potato slice <<TURN>>  where is the plate <<TURN>>  the plate is on the barstool <<TURN>>  I have placed them all on the plate <<TURN>>  Try removing them and replacing them. <<TURN>>  I'm I supposed to wash aplate? [/INST]","['Pickup Knife', 'Open Fridge', 'Place CounterTop', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Close Fridge', 'Place CounterTop', 'Open Fridge', 'Pickup Lettuce', 'Place Fridge', 'Pickup Potato', 'Place CounterTop', 'Close Fridge', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'ToggleOn StoveKnob', 'ToggleOn StoveKnob', 'Pickup PotatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place CounterTop', 'Pickup LettuceSliced']","['Open Fridge', 'Pickup Lettuce', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Pan', 'Place StoveBurner', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pan', 'Pickup PotatoSliced', 'Place Pan', 'Pickup Plate', 'Place CounterTop', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hello, what is my task today? <<TURN>>  Hello! We are going to prepare breakfast. <<TURN>>  First, a cup of coffee please <<TURN>>  tHE MUG IS IN THE TRASHCAN BEHIND YOU <<TURN>>  coffee mug <<TURN>>  Great. Everything needs to be placed on the dining table when completed. <<TURN>>  one coffee <<TURN>>  Yes please <<TURN>>  did it complete? <<TURN>>  Yup! <<TURN>>  next plz <<TURN>>  Next place make a sandwich <<TURN>>  kNIFE IS IN THE FRIDGE [/INST]","['Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place DiningTable', 'Pickup Mug', 'Place DiningTable', 'Pickup Bread']","['Pickup Mug', 'Pour Sink', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff Fridge', 'Open Fridge', 'Pickup Knife', 'Close Fridge', 'Place DiningTable', 'Pickup Mug', 'Place DiningTable', 'Pickup Mug', 'Place DiningTable', 'Pickup Knife', 'Slice Bread', 'Place DiningTable', 'Pickup BreadSliced', 'Place To']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  clean all plates <<TURN>>  what should i do today <<TURN>>  ok <<TURN>>  first plate at the edge of the counter <<TURN>>  clean [/INST]","['Pickup Plate', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Fork', 'Place CounterTop', 'Pickup Plate', 'Place Sink', 'ToggleOn Faucet', 'Pickup Plate', 'Place CounterTop']","['Pickup Plate', 'Place CounterTop', 'Pickup SaltShaker', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup SoapBottle', 'Place CounterTop', 'Pickup Fork', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup Plate']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  How can I help? <<TURN>>  can you cut two slices of breat and toast them? <<TURN>>  Can you tell me where to find bread? <<TURN>>  can you try in the cupboard under the sink? [/INST]","['Open Fridge', 'Open Cabinet', 'Open Cabinet', 'Pickup Bread', 'Place DiningTable', 'Pickup Knife', 'Slice Bread', 'Place DiningTable', 'Pickup BreadSliced', 'Close Cabinet', 'Close Cabinet', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'ToggleOn Toaster', 'Pickup BreadSliced', 'Place CounterTop']","['Open Fridge', 'Close Fridge', 'Open Cabinet', 'Pickup Bread', 'Place CounterTop', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Pickup Bread', 'Place CounterTop', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Today we need to slice a potato <<TURN>>  what shall i do today <<TURN>>  The potato is to the left of the sink <<TURN>>  The knife appears to be on the chair in front of you <<TURN>>  On the other side of the counter <<TURN>>  what should i do next <<TURN>>  Next we need to clean a bowl <<TURN>>  The bowl is on the chait <<TURN>>  Next to where the knife was <<TURN>>  on the other side of the counter <<TURN>>  like before <<TURN>>  Can you place the bowl in the sink? [/INST]","['Pickup Potato', 'Place Plate', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup Bowl', 'Place CounterTop', 'Pickup Ladle', 'Place CounterTop']","['Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup SoapBottle', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Spoon', 'Place CounterTop', 'Pickup Pot', 'Place StoveBurner']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  how can I help? <<TURN>>  can you slice a tomato? <<TURN>>  the tomato is on the oven <<TURN>>  yes sure, where can I find a knife please? <<TURN>>  and knife is in the fridge <<TURN>>  tomato sliced <<TURN>>  anything else I can help with? <<TURN>>  now can you cook 2 slices of potato? <<TURN>>  potato is in the sink <<TURN>>  thank you <<TURN>>  I sliced the potato, shall I cook it? <<TURN>>  yes please <<TURN>>  ok <<TURN>>  I cooked them, do I need to place them on a plate? <<TURN>>  in the fridge <<TURN>>  Ok, thank you [/INST]","['Open Fridge', 'Pickup Knife', 'Close Fridge', 'Place DiningTable', 'Pickup Tomato', 'Place DiningTable', 'Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'Pickup Potato', 'Place DiningTable', 'Pickup Knife', 'Slice Potato', 'Place DiningTable', 'Pickup Pot', 'Place StoveBurner', 'Pickup PotatoSliced', 'Place Pot', 'Pickup PotatoSliced', 'Place Pot', 'Pickup PotatoSliced', 'Place Pot', 'ToggleOff StoveKnob', 'Open Fridge', 'Pickup Plate', 'Close Fridge', 'Place CounterTop', 'Pickup Apple', 'Place CounterTop', 'Pickup DishSponge', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place DiningTable']","['Open Fridge', 'Pickup Knife', 'Close Fridge', 'Slice Tomato', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Place Pot', 'Pickup Pot', 'Place StoveBurner', 'Pickup PotatoSliced', 'Place Pot', 'Pickup PotatoSliced', 'Place Pot', 'ToggleOn StoveKnob']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  Whats first? <<TURN>>  hi, first we will need to make coffee in a mug <<TURN>>  ok <<TURN>>  but wash the mug first! <<TURN>>  which mug? <<TURN>>  there's a mug in the microwave <<TURN>>  next? <<TURN>>  make a mug of coffee <<TURN>>  please :) <<TURN>>  next? <<TURN>>  next we are going to make a salad <<TURN>>  the plate will need to be washed by the way <<TURN>>  how many lettuce? <<TURN>>  and tomato? <<TURN>>  no tomato <<TURN>>  but we do need to cook a slice of potato to put on plate <<TURN>>  you have enough lettuce <<TURN>>  what all do we need? <<TURN>>  just a cooked slice of potato and lettuce on the plate <<TURN>>  ok <<TURN>>  1 cook slice of potato? <<TURN>>  two slices please <<TURN>>  nexy? <<TURN>>  *next? <<TURN>>  im sorry, one slice of tomato on the salad <<TURN>>  then place the plate on the counter <<TURN>>  next? <<TURN>>  place plate and mug of coffee on counter top please <<TURN>>  oops <<TURN>>  the table sorry <<TURN>>  place both on table. my mistake [/INST]","['ToggleOff Microwave', 'Open Microwave', 'Pickup Mug', 'Close Microwave', 'ToggleOff Faucet', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Plate', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup WineBottle', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place DiningTable', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Place DiningTable', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Potato', 'Place DiningTable', 'Pickup Knife', 'Slice Potato', 'Place DiningTable', 'Pickup PotatoSliced', 'Place Pan', 'ToggleOn StoveKnob', 'Pickup PotatoSliced', 'Place Plate', 'Pickup PotatoSliced', 'Place Pan', 'Pickup PotatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place DiningTable', 'Pickup TomatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup Mug', 'Place CounterTop']","['ToggleOff Faucet', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'Toggle']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  First task? <<TURN>>  make two slices of toast <<TURN>>  next <<TURN>>  make a slice of lettuce <<TURN>>  where is the lettuce? <<TURN>>  on the cabinet under the sink <<TURN>>  how many slices [/INST]","['ToggleOff Faucet', 'Pickup ButterKnife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place Bowl', 'Pickup BreadSliced', 'Place Bowl', 'Open Fridge', 'Close Fridge', 'Open Cabinet', 'Open Cabinet', 'Pickup Lettuce', 'Close Cabinet', 'Close Cabinet', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Pickup LettuceSliced']","['Pickup ButterKnife', 'Slice Bread', 'Place CounterTop', 'Pickup Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place Counter']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  what is my task today? <<TURN>>  First, slice the tomato <<TURN>>  Tomato is in the microwave <<TURN>>  Knife is on one of the brown chairs <<TURN>>  done <<TURN>>  Next, place three tomato slices on a plate <<TURN>>  Plate is on one of the brown chairs <<TURN>>  Wash that plate first [/INST]","['Pickup Tomato', 'Place DiningTable', 'Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'Pickup Plate', 'ToggleOff Faucet', 'Place DiningTable', 'Pickup Tomato', 'Place CounterTop', 'Pickup Apple', 'Place CounterTop', 'Pickup Plate', 'Place DiningTable', 'Pickup Fork', 'Place CounterTop']","['ToggleOff Microwave', 'Open Microwave', 'Pickup Tomato', 'Place CounterTop', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hello how can I help today? <<TURN>>  can i please have two slices of tomato in a clean bowl <<TURN>>  sure, do you know where the bowl is? <<TURN>>  in the fridge i believe <<TURN>>  it should already be clean [/INST]","['Open Fridge', 'Pickup Bowl', 'Place CounterTop', 'Pickup ButterKnife', 'Place CounterTop', 'Open Cabinet', 'Close Cabinet', 'ToggleOff Faucet']","['Pickup Tomato', 'Place CounterTop', 'Open Fridge', 'Pickup Bowl', 'Close Fridge', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Tomato', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Bowl', 'Pickup TomatoSliced', 'Place Bowl', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what do i do' <<TURN>>  slice bred <<TURN>>  bread <<TURN>>  and toast 1 slice <<TURN>>  then serve it on a clean plate <<TURN>>  knife?? <<TURN>>  in the cabinet under  microwve [/INST]","['Open Fridge', 'Pickup Knife', 'Slice Bread', 'Place SideTable', 'Pickup BreadSliced', 'Place Toaster', 'Pickup Potato', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup BreadSliced', 'Place Plate']","['Pickup Bread', 'Place CounterTop', 'Open Fridge', 'Close Fridge', 'Open Cabinet', 'Open Cabinet', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff To']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  Hello! What should I do today? <<TURN>>  task is to prepare breakfast <<TURN>>  first prepare coffee in a clean mug <<TURN>>  pour out the water in the mug <<TURN>>  thank you [/INST]","['Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Pour Sink', 'Place CoffeeMachine']","['ToggleOff Faucet', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Mug', 'Place Coff']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hello, what is my task? <<TURN>>  Please fill coffee in mug <<TURN>>  Mug is in coffee maker <<TURN>>  done <<TURN>>  next please <<TURN>>  Not done <<TURN>>  Please clean the mug and fill again [/INST]","['ToggleOn CoffeeMachine', 'Pickup Knife', 'Slice Tomato', 'Slice Lettuce', 'Place CounterTop', 'Pickup Mug', 'Place Sink', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour Sink', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine']","['ToggleOff CoffeeMachine', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'Pickup Mug', 'Place CounterTop', 'Pickup M']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  how can I help? <<TURN>>  can you slice a tomato? <<TURN>>  the tomato is on the oven <<TURN>>  yes sure, where can I find a knife please? <<TURN>>  and knife is in the fridge <<TURN>>  tomato sliced <<TURN>>  anything else I can help with? <<TURN>>  now can you cook 2 slices of potato? <<TURN>>  potato is in the sink <<TURN>>  thank you <<TURN>>  I sliced the potato, shall I cook it? <<TURN>>  yes please <<TURN>>  ok <<TURN>>  I cooked them, do I need to place them on a plate? <<TURN>>  in the fridge <<TURN>>  Ok, thank you <<TURN>>  Can you put everyting on that plate? [/INST]","['Open Fridge', 'Pickup Knife', 'Close Fridge', 'Place DiningTable', 'Pickup Tomato', 'Place DiningTable', 'Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'Pickup Potato', 'Place DiningTable', 'Pickup Knife', 'Slice Potato', 'Place DiningTable', 'Pickup Pot', 'Place StoveBurner', 'Pickup PotatoSliced', 'Place Pot', 'Pickup PotatoSliced', 'Place Pot', 'Pickup PotatoSliced', 'Place Pot', 'ToggleOff StoveKnob', 'Open Fridge', 'Pickup Plate', 'Close Fridge', 'Place CounterTop', 'Pickup Apple', 'Place CounterTop', 'Pickup DishSponge', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place DiningTable', 'Pickup PotatoSliced', 'Place Plate', 'Pickup PotatoSliced', 'Place Plate', 'Pickup PotatoSliced', 'Place Plate']","['Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'Open Fridge', 'Pickup Knife', 'Place Fridge', 'Close Fridge', 'Open Cabinet', 'Open Cabinet', 'Open Drawer', 'Open Drawer', 'Open Drawer', 'Open Drawer', 'Open Drawer', 'Open Drawer', 'Open Drawer', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet']"
